7772.653581	9902.857411
7772.989094	9901.786245
7773.322754	9900.720436
7773.654569	9899.659961
7773.984547	9898.604798
7774.312694	9897.554923
7774.639018	9896.510314
7774.963526	9895.470948
7775.286227	9894.436802
7775.607126	9893.407855
7775.926232	9892.384082
7776.243553	9891.365462
7776.559094	9890.351971
7776.872864	9889.343587
7777.184871	9888.340287
7777.495121	9887.342049
7777.803622	9886.348849
7778.110381	9885.360665
7778.415406	9884.377475
7778.718703	9883.399255
7779.020282	9882.425982
7779.320148	9881.457635
7779.618309	9880.49419
7779.914773	9879.535625
7780.209548	9878.581916
7780.502639	9877.633042
7780.794055	9876.688979
7781.083804	9875.749705
7781.371891	9874.815196
7781.658326	9873.885431
7781.943115	9872.960387
7782.226266	9872.04004
7782.507786	9871.124368
7782.787683	9870.213349
7783.065963	9869.306959
7783.342634	9868.405176
7783.617705	9867.507978
7783.891181	9866.61534
7784.16307	9865.727242
7784.433381	9864.843659
7784.702119	9863.96457
7784.969294	9863.089952
7785.234911	9862.219781
7785.498978	9861.354035
7785.761503	9860.492691
7786.022493	9859.635728
7786.281956	9858.783121
7786.539899	9857.934848
7786.796329	9857.090887
7787.30468	9855.415808
7787.807069	9853.757703
7788.303555	9852.116388
7788.794196	9850.491684
7789.279053	9848.883407
7789.758183	9847.291376
7790.231647	9845.715409
7790.699503	9844.155325
7791.161811	9842.610941
7791.618628	9841.082077
7792.070016	9839.568549
7792.516032	9838.070176
7792.956735	9836.586777
7793.392186	9835.118169
7793.822442	9833.664171
7794.247563	9832.224602
7794.667609	9830.799278
7795.082637	9829.388019
7795.492708	9827.990642
7795.89788	9826.606966
7796.298212	9825.23681
7796.693764	9823.87999
7797.084595	9822.536326
7797.470763	9821.205636
7797.852328	9819.887737
7798.229349	9818.582448
7798.601884	9817.289588
7798.969994	9816.008974
7799.333737	9814.740425
7799.693172	9813.483758
7800.048359	9812.238793
7800.399356	9811.005347
7800.746222	9809.783238
7801.089017	9808.572285
7801.4278	9807.372305
7801.762629	9806.183118
7802.093564	9805.004541
7802.420664	9803.836393
7802.743988	9802.678491
7803.063596	9801.530654
7803.379545	9800.3927
7803.691896	9799.264447
7804.000707	9798.145714
7804.306038	9797.036318
7804.607947	9795.936078
7804.906494	9794.844813
7805.201738	9793.762339
7805.493737	9792.688476
7805.782551	9791.623042
7806.06824	9790.565854
7806.350861	9789.516732
7806.630475	9788.475493
7806.90714	9787.441955
7807.180915	9786.415937
7807.45186	9785.397257
7807.720033	9784.385733
7807.985494	9783.381183
7808.248302	9782.383426
7808.508515	9781.39228
7808.766194	9780.407562
7809.021396	9779.429091
7809.274181	9778.456686
7809.524609	9777.490164
7809.772738	9776.529344
7810.018627	9775.574044
7810.262336	9774.624082
7810.503923	9773.679276
7810.743448	9772.739444
7810.98097	9771.804406
7811.216547	9770.873978
7811.450239	9769.947979
7811.682106	9769.026228
7812.140596	9767.19474
7812.592492	9765.37806
7813.038266	9763.574733
7813.47839	9761.783304
7813.913296	9760.002442
7814.343132	9758.231652
7814.767926	9756.470792
7815.187706	9754.719725
7815.6025	9752.978309
7816.012337	9751.246407
7816.417243	9749.523878
7816.817246	9747.810582
7817.212376	9746.106382
7817.602658	9744.411136
7817.988122	9742.724706
7818.368796	9741.046953
7818.744706	9739.377736
7819.115881	9737.716916
7819.48235	9736.064355
7819.844139	9734.419912
7820.201276	9732.783449
7820.553791	9731.154825
7820.901709	9729.533901
7821.24506	9727.920538
7821.583871	9726.314596
7821.91817	9724.715937
7822.247985	9723.12442
7822.573344	9721.539906
7822.894275	9719.962256
7823.210805	9718.39133
7823.522963	9716.826989
7823.830776	9715.269094
7824.134273	9713.717505
7824.433481	9712.172082
7824.728427	9710.632686
7825.019141	9709.099178
7825.305649	9707.571418
7825.58798	9706.049267
7825.866162	9704.532586
7826.140222	9703.021234
7826.410189	9701.515074
7826.67609	9700.013964
7826.937952	9698.517766
7827.195805	9697.02634
7827.449676	9695.539548
7827.699593	9694.057248
7827.945583	9692.579303
7828.187675	9691.105572
7828.425896	9689.635917
7828.660275	9688.170197
7828.890838	9686.708274
7829.117615	9685.250007
7829.340633	9683.795258
7829.55992	9682.343887
7829.775503	9680.895755
7829.987411	9679.450721
7830.195672	9678.008652
7830.400313	9676.569457
7830.798848	9673.699466
7831.183239	9670.840303
7831.553709	9667.991521
7831.910482	9665.152674
7832.25378	9662.323316
7832.583827	9659.503
7832.900846	9656.691281
7833.205059	9653.887712
7833.49669	9651.091848
7833.775962	9648.303241
7834.043098	9645.521447
7834.298321	9642.746018
7834.541855	9639.976508
7834.773921	9637.212472
7834.994744	9634.453463
7835.204546	9631.699036
7835.403551	9628.948743
7835.591981	9626.202138
7835.77006	9623.458776
7835.938011	9620.718211
7836.096057	9617.979996
7836.24442	9615.243684
7836.383325	9612.508831
7836.512993	9609.774989
7836.633649	9607.041713
7836.7455	9604.308549
7836.848621	9601.574976
7836.943011	9598.840437
7837.028672	9596.104373
7837.105602	9593.366229
7837.173802	9590.625444
7837.233273	9587.881463
7837.284013	9585.133727
7837.326023	9582.381679
7837.359303	9579.62476
7837.383853	9576.862414
7837.399672	9574.094082
7837.406762	9571.319206
7837.405122	9568.53723
7837.394751	9565.747595
7837.375651	9562.949743
7837.34782	9560.143118
7837.311259	9557.32716
7837.265969	9554.501313
7837.211948	9551.665019
7837.149197	9548.81772
7837.077716	9545.958858
7836.997505	9543.087876
7836.908564	9540.204215
7836.810892	9537.307319
7836.704491	9534.39663
7836.58937	9531.471638
7836.465663	9528.532464
7836.333594	9525.579656
7836.193383	9522.613773
7836.045256	9519.63537
7835.889434	9516.645008
7835.726141	9513.643243
7835.5556	9510.630632
7835.378034	9507.607734
7835.193666	9504.575107
7835.002719	9501.533307
7834.805417	9498.482893
7834.601982	9495.424423
7834.392637	9492.358454
7834.177606	9489.285543
7833.957111	9486.20625
7833.731377	9483.12113
7833.500624	9480.030743
7833.265078	9476.935645
7833.024961	9473.836394
7832.780495	9470.733549
7832.531905	9467.627666
7832.023242	9461.40902
7831.500757	9455.184918
7830.966512	9448.959053
7830.424795	9442.72901
7829.880952	9436.489453
7829.609906	9433.364433
7829.340337	9430.235027
7829.072913	9427.100565
7828.808305	9423.960378
7828.54718	9420.813798
7828.290208	9417.660154
7828.03806	9414.498777
7827.791403	9411.328999
7827.550907	9408.150149
7827.317241	9404.961559
7827.091075	9401.762559
7826.873078	9398.552481
7826.663918	9395.330655
7826.464267	9392.096411
7826.274791	9388.84908
7826.096162	9385.587994
7826.011123	9383.952083
7825.929047	9382.312483
7825.850017	9380.669109
7825.774117	9379.021877
7825.70143	9377.370705
7825.632041	9375.715508
7825.566032	9374.056203
7825.503487	9372.392706
7825.44449	9370.724933
7825.389112	9369.052815
7825.337359	9367.376344
7825.289216	9365.695535
7825.244669	9364.010402
7825.203706	9362.320959
7825.166311	9360.627219
7825.132471	9358.929197
7825.102173	9357.226907
7825.075401	9355.520362
7825.052142	9353.809577
7825.032382	9352.094565
7825.016107	9350.375341
7825.003304	9348.651917
7824.993957	9346.924309
7824.988054	9345.19253
7824.985581	9343.456595
7824.986523	9341.716516
7824.990866	9339.972308
7824.998597	9338.223986
7825.009702	9336.471562
7825.024166	9334.715051
7825.041976	9332.954467
7825.063117	9331.189823
7825.087577	9329.421135
7825.11534	9327.648414
7825.146393	9325.871677
7825.180722	9324.090936
7825.218314	9322.306205
7825.259153	9320.517499
7825.303227	9318.724831
7825.350521	9316.928215
7825.401021	9315.127665
7825.454713	9313.323196
7825.511584	9311.514821
7825.57162	9309.702553
7825.634805	9307.886408
7825.701128	9306.066399
7825.770573	9304.242539
7825.843127	9302.414844
7825.918775	9300.583326
7825.997504	9298.747999
7826.079301	9296.908879
7826.16415	9295.065978
7826.252038	9293.21931
7826.342951	9291.36889
7826.436875	9289.514731
7826.533796	9287.656848
7826.633701	9285.795254
7826.736574	9283.929963
7826.842404	9282.06099
7826.951174	9280.188347
7827.062872	9278.31205
7827.177489	9276.432117
7827.295069	9274.548621
7827.415681	9272.661658
7827.539395	9270.771326
7827.666281	9268.877722
7827.929845	9265.081092
7828.206932	9261.272547
7828.4981	9257.452869
7828.803906	9253.622837
7829.124908	9249.783234
7829.461664	9245.93484
7829.636124	9244.00759
7829.814731	9242.078435
7829.997556	9240.147473
7830.184667	9238.214801
7830.376135	9236.280516
7830.57203	9234.344718
7830.772421	9232.407502
7830.977377	9230.468966
7831.186969	9228.529209
7831.401267	9226.588328
7831.620339	9224.64642
7831.844256	9222.703583
7832.073087	9220.759915
7832.306903	9218.815513
7832.545772	9216.870474
7832.789765	9214.924897
7833.038951	9212.978879
7833.2934	9211.032518
7833.553182	9209.085911
7833.818366	9207.139155
7834.089023	9205.192349
7834.365221	9203.24559
7834.64703	9201.298976
7834.934521	9199.352603
7835.227763	9197.406571
7835.526826	9195.460976
7835.831779	9193.515915
7836.142692	9191.571488
7836.459634	9189.62779
7836.782677	9187.684921
7837.111888	9185.742976
7837.447339	9183.802055
7837.789098	9181.862254
7838.137236	9179.923672
7838.491821	9177.986405
7838.852923	9176.05055
7839.220571	9174.116182
7839.594766	9172.183356
7839.975509	9170.252129
7840.3628	9168.322556
7840.756638	9166.394693
7841.157024	9164.468597
7841.563957	9162.544321
7841.977438	9160.621923
7842.397467	9158.701459
7842.824043	9156.782983
7843.257166	9154.866552
7843.696837	9152.952221
7844.143056	9151.040047
7844.595822	9149.130084
7845.055136	9147.22239
7845.520997	9145.317018
7845.993406	9143.414027
7846.472363	9141.51347
7846.957867	9139.615404
7847.449918	9137.719885
7847.948518	9135.826968
7848.453664	9133.936709
7848.965359	9132.049165
7849.4836	9130.16439
7850.00839	9128.28244
7850.539727	9126.403372
7851.077611	9124.527241
7851.622043	9122.654102
7852.173023	9120.784012
7852.73055	9118.917027
7853.294625	9117.053201
7853.865247	9115.192592
7854.442417	9113.335254
7855.026134	9111.481243
7855.616399	9109.630616
7856.213212	9107.783428
7856.816572	9105.939734
7857.42648	9104.099591
7858.042935	9102.263054
7858.665938	9100.430179
7859.295488	9098.601022
7859.931586	9096.775639
7860.574231	9094.954085
7861.223424	9093.136416
7861.879165	9091.322688
7862.541453	9089.512957
7863.210289	9087.707278
7863.885672	9085.905707
7864.567603	9084.1083
7865.256081	9082.315113
7865.951107	9080.526202
7866.652681	9078.741622
